sym,date,time,intraday_volatility,spread_bps,qsize,volpct
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:25:00,0.023964014704140613,15.457561846690801,18677.0,0.02453038644620353
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:30:00,0.012674773566841614,7.887331514294493,23626.42,0.0201350548486477
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:35:00,0.007889217181322097,6.387448822236821,52069.42,0.02237736828335063
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:40:00,0.006161713933041433,5.183431459485515,68532.255,0.026444240018219635
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:45:00,0.0050617628487360745,5.184173662132858,108640.88,0.017946884501498128
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:50:00,0.005351477999679394,5.369019940055683,87139.305,0.01437168479140355
000001.SZSE,2020-12-02 00:00:00,2025-02-19 14:55:00,0.005276885650159104,3.3779647519635336,260329.10833333334,0.007697836252759707
000001.SZSE,2020-12-02 00:00:00,2025-02-19 15:00:00,,5.120418556194733,504028.0,0.011669496232961969
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:30:00,0.014588948693716531,8.30595368273865,13084.845,0.051899633482742735
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:35:00,0.010916550973513567,8.012762459940669,21934.44,0.03701601804315634
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:40:00,0.007734934222136598,6.029147393030948,13229.52,0.02014216536509955
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:45:00,0.008196272632130736,6.126888766498135,13947.05,0.018896768732575064
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:50:00,0.01317104101877815,8.266602362357188,23098.045,0.026952222041291284
000001.SZSE,2020-12-03 00:00:00,2025-02-19 09:55:00,0.011888385484997599,7.557716826389975,15475.535,0.03015211780282103
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:00:00,0.0072002376231590625,5.855450633852047,17712.565,0.01760416164027076
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:05:00,0.009343109629896497,6.359272260775325,24145.645,0.02385164206878877
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:10:00,0.006660006326049099,6.117710578522454,16286.0,0.01896344742319192
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:15:00,0.007032480813596384,6.1949396841884505,30405.35,0.04214280976354026
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:20:00,0.0077176182155594,6.344732430177584,22591.77,0.026921100683710363
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:25:00,0.006990739669200664,5.951873280441067,26266.095,0.02441316146964562
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:30:00,0.010726767547529376,7.011672352010598,44700.755,0.04214824696229546
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:35:00,0.007771804218361969,6.408188131099138,22337.0,0.03714260326123459
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:40:00,0.01178652606747331,7.235519728007557,24228.2,0.037959712721223414
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:45:00,0.00813612394383245,5.840021916002907,24198.11,0.023492369774570403
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:50:00,0.00959821303892838,6.4885385441240455,19892.71,0.03200059850903945
000001.SZSE,2020-12-03 00:00:00,2025-02-19 10:55:00,0.008441544719264817,6.419876128689038,27007.23,0.025789773978011746
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:00:00,0.007486476724734823,5.996524650555679,15546.92,0.019135129407416254
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:05:00,0.007127885500663504,5.773777797659751,24981.785,0.015945899455209373
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:10:00,0.009056442238270386,6.453020555179998,14570.75,0.007644061779371268
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:15:00,0.006674168437507677,5.4721485571040125,45961.875,0.01723216546661247
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:20:00,0.008627604505935046,6.145453771037458,32079.76,0.029683767792398574
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:25:00,0.010353283364469178,7.267661134262145,11911.06,0.01073739678882657
000001.SZSE,2020-12-03 00:00:00,2025-02-19 11:30:00,,5.0851767098914635,3300.0,4.449881334180109e-05
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:00:00,0.012666941017199706,7.8484227996274605,17440.88,0.022550329896124474
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:05:00,0.009315287432800254,6.533884613449629,33162.665,0.014714770254712599
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:10:00,0.008901054650526603,5.629770885434905,36026.96,0.022361682739313576
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:15:00,0.0057559438304803446,6.719628733511378,18983.22,0.01190971802631632
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:20:00,0.009077152003706915,6.51494941818113,23427.38,0.010456164288506388
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:25:00,0.009639073964265095,7.441926190104352,12597.858585858587,0.011891251018779473
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:30:00,0.009548449710471337,6.270512805207471,8387.26,0.006389389925440848
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:35:00,0.00805915255098401,5.868920652070173,14466.666666666666,0.008276501163991616
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:40:00,0.005325305237293336,5.525275195043395,37132.195,0.050427849137341836
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:45:00,0.009310333296518298,6.43915731117554,22685.5,0.010226383541112662
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:50:00,0.009810583359274483,6.237478184092685,34427.5,0.015414667059183283
000001.SZSE,2020-12-03 00:00:00,2025-02-19 13:55:00,0.006060730541913171,5.968708652047481,52233.0,0.009739677770186713
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:00:00,0.006723928016149803,5.299559371372124,96949.5,0.018881402736092973
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:05:00,0.0067773575627233205,5.323095411924135,38452.15151515151,0.014010173263082687
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:10:00,0.0069664811254875865,5.813054577245992,26458.08,0.011813642307135538
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:15:00,0.00683953278716376,5.528696070477203,27974.805,0.008603873371395579
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:20:00,0.008419554596094636,5.82878142576642,21013.165,0.009360047268864472
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:25:00,0.009009464340724976,6.827199808905362,20316.465,0.014100561477683219
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:30:00,0.010110496146017615,6.679967116570912,16737.4,0.015851311665099704
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:35:00,0.012794515199326124,8.00840063326075,10505.0,0.015297607368336007
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:40:00,0.007076751834330286,6.749685123574022,16578.98,0.013755806921317615
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:45:00,0.008221290581352264,6.003597589557432,15524.84,0.010781617484584985
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:50:00,0.0053964575469936105,5.412300756401371,30265.25,0.01604365778576964
000001.SZSE,2020-12-03 00:00:00,2025-02-19 14:55:00,0.005744582838875947,3.406574911520041,161171.06666666668,0.004096672003279562
000001.SZSE,2020-12-03 00:00:00,2025-02-19 15:00:00,,5.14388883088642,68563.0,0.01061296698201956
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:30:00,0.01858872757866372,9.284660473648552,28848.375,0.044737644208872204
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:35:00,0.009724072958713727,6.921115947435293,28089.085,0.036300944471830854
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:40:00,0.00950949344641664,6.3319006700173714,35115.455,0.03544021434877413
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:45:00,0.011104878035953874,6.270633211090627,28124.01,0.06940939675749358
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:50:00,0.014950935208715226,7.351706922934969,16812.215,0.04664366699177707
000001.SZSE,2020-12-04 00:00:00,2025-02-19 09:55:00,0.009356418276526095,6.109977230107781,33469.99,0.027021013345418173
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:00:00,0.016687096653204694,8.25078442197094,16259.69,0.027304006259189904
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:05:00,0.010305573497372881,6.474781228929409,24928.475,0.02308601908763656
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:10:00,0.013992509224862688,7.4764700605698,11346.51,0.0228127464525893
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:15:00,0.008092996714833225,6.181288037095625,14003.705,0.011116438850563537
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:20:00,0.007219429198452846,5.993727395072084,30252.97,0.026292572756230453
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:25:00,0.008722163938829955,6.039177767268824,13669.26,0.014228211431663806
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:30:00,0.008645388817735545,5.987961184253416,30589.555,0.01651672885636267
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:35:00,0.013808039883082423,9.55657139320034,27610.835,0.038241775003692816
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:40:00,0.010388363969227404,6.2665287488121075,19606.395,0.01443269440189172
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:45:00,0.008621988897427386,6.40943521572826,29302.255,0.01582672298580536
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:50:00,0.008577503478853317,5.770760064774821,23002.863636363636,0.009300744352384142
000001.SZSE,2020-12-04 00:00:00,2025-02-19 10:55:00,0.005813790736852844,5.262447841559375,37007.76,0.014023025387314605
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:00:00,0.0076791535810229955,5.590903036611611,32784.44,0.013381966867486956
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:05:00,0.005923121265014733,5.687556705253709,31803.25,0.01347624575917966
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:10:00,0.00609483925453834,5.389717179054394,62377.175,0.01693630786807794
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:15:00,0.007156717891162854,5.895194608829346,50383.815,0.01805061339087917
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:20:00,0.007022514842910947,5.498991204108056,61781.565,0.02104174738069178
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:25:00,0.004992056607321402,5.259748150528658,253623.975,0.032528204097373135
000001.SZSE,2020-12-04 00:00:00,2025-02-19 11:30:00,,5.187333474807006,15300.0,3.0131748055196542e-05
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:00:00,0.006102757212672372,5.53866244173139,41956.52,0.01777996333390338
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:05:00,0.008398944099865038,5.954304607243284,22885.31,0.01890272806597344
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:10:00,0.007899051231049036,5.840979583030304,60739.125,0.02271051054742869
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:15:00,0.008153367576143794,5.96865567069496,19670.09,0.026743912862377237
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:20:00,0.00746288303449142,5.589744235779603,17695.4,0.010745874149018056
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:25:00,0.017234371619343537,6.282102210632708,26745.675,0.01805551258991481
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:30:00,0.00814299279865983,6.367150292225152,24793.835,0.02321552980474047
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:35:00,0.007706942378790417,6.496972408319554,20091.57,0.008883285722939425
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:40:00,0.007192601122826872,5.495278356446691,24220.60606060606,0.011454305025515787
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:45:00,0.007082401990461701,5.757357811135935,16954.38,0.008711958835478914
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:50:00,0.007984607389184974,5.748266396394595,19712.95,0.007872209336993962
000001.SZSE,2020-12-04 00:00:00,2025-02-19 13:55:00,0.005980548180233345,5.784280392566121,35142.235,0.011129272743253713
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:00:00,0.0073005592365032335,5.963816234654233,54301.07575757576,0.012373267541665846
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:05:00,0.00637437963804099,6.443516021650438,50558.78,0.015541062854335408
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:10:00,0.006661272429001749,5.597303769880178,109397.5,0.020135830795458953
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:15:00,0.007831418796972906,5.436737239284581,53913.58,0.01430183333607867
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:20:00,0.008632009936822964,5.63993444831246,21675.93,0.010757368852905779
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:25:00,0.011017060423222595,8.288076287309263,37337.49,0.030228392847106912
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:30:00,0.00991207409414833,7.868564209314749,28438.4,0.012251791957376655
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:35:00,0.011401981668093725,7.502032994172171,28462.14,0.023012486462475192
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:40:00,0.013016598507696351,7.687313756270381,14152.015,0.012093734198967119
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:45:00,0.008620876672437902,6.980650456297085,27529.755,0.01734308646682309
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:50:00,0.01336248276401307,6.870529894718333,32901.02,0.019611884336405833
000001.SZSE,2020-12-04 00:00:00,2025-02-19 14:55:00,0.01306714171825683,4.986800707253709,195379.45762711865,0.005713068710518761
000001.SZSE,2020-12-04 00:00:00,2025-02-19 15:00:00,,5.15596803299717,86846.5,0.008937969265706263
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:30:00,0.01079602295164263,6.34428999367598,22905.965,0.03600186685630125
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:35:00,0.010987262444285628,6.841723117059108,23425.995,0.03881320419389056
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:40:00,0.011249750622166828,7.3977847133489965,12898.605,0.025374443253568416
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:45:00,0.014555629778591874,8.743600830650776,14361.225,0.025783695982763234
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:50:00,0.015858088968002757,7.191241228828952,21093.405,0.029472457147899485
000001.SZSE,2020-12-07 00:00:00,2025-02-19 09:55:00,0.010594351708666577,7.142960080972404,21230.5,0.0255535774064719
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:00:00,0.008409076357927902,6.568105868348544,70222.145,0.06073455975895193
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:05:00,0.008648964440658474,6.334897520051275,24606.91,0.03278589828447034
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:10:00,0.011057580858737003,6.755963688280393,19546.0,0.02491859993608905
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:15:00,0.01436289593948944,7.371718317009356,15673.345,0.019343119147797242
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:20:00,0.012282078543353737,8.477433853300319,10806.41,0.011517186594145015
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:25:00,0.009238473883587933,6.320216546586377,20499.015,0.02236306120586118
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:30:00,0.008231331827692178,6.015354550708572,17411.77,0.00985129702540437
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:35:00,0.009564438700518778,6.494026610285284,49261.205,0.01681754045381783
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:40:00,0.009804484173925907,6.439423328458022,11227.095,0.010171011135628686
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:45:00,0.006758230088969636,6.227432674199756,26718.985,0.012726868589646433
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:50:00,0.007363207419442655,7.348624027820919,17708.89,0.020973323035064134
000001.SZSE,2020-12-07 00:00:00,2025-02-19 10:55:00,0.005163448640649428,5.311074175141409,63052.605,0.018260835604306736
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:00:00,0.008177336655312182,5.69318083428846,59634.855,0.036632256980708364
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:05:00,0.00967467224322949,6.892613438826924,28024.725,0.07223996495586399
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:10:00,0.01218090663140801,6.787660262236123,22547.865,0.03889543493167888
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:15:00,0.007444809757304988,5.772721182755263,24886.255,0.028713052186547076
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:20:00,0.004224394119284822,5.2795021088873195,44582.315,0.00933924449098166
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:25:00,0.006227365512495365,5.42038186168129,45393.16,0.017368454524620564
000001.SZSE,2020-12-07 00:00:00,2025-02-19 11:30:00,,5.314908317832349,26150.0,9.220223921447517e-05
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:00:00,0.010798412137444192,5.9195237823470475,42116.685,0.036838072868021564
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:05:00,0.008173019531413476,5.737028458844337,23201.735,0.013110418521786155
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:10:00,0.007411527126253199,5.786571784384123,19447.275,0.014560532084779936
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:15:00,0.008680417183676065,6.255625172702039,16784.64,0.012886594740344893
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:20:00,0.008744316073224402,6.036074013579751,9968.81,0.008161730832272847
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:25:00,0.009825832963613688,6.561694119380194,12068.86,0.010380742772360377
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:30:00,0.005945510047595289,5.501037208156478,30967.47,0.014047762421830003
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:35:00,0.006538832814216705,5.747776738622703,20023.435,0.00877058433487826
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:40:00,0.010356344303905168,6.281342655512821,22797.78,0.014370538557035639
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:45:00,0.007520737978123147,6.043521830396307,17243.935,0.00981648783435278
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:50:00,0.00951009547374174,6.638908427117405,17157.455,0.012493460328523864
000001.SZSE,2020-12-07 00:00:00,2025-02-19 13:55:00,0.008636027793561117,6.615650003090022,15471.36,0.01121085888309554
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:00:00,0.011572000170899875,7.691381444800656,27369.39,0.011030461218025046
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:05:00,0.006856740669124166,5.501646600193414,31967.25,0.006416592869777735
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:10:00,0.007004302020600157,6.1677577920635125,37799.865,0.020067430343285668
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:15:00,0.009414344661297402,7.109203888837144,17765.895,0.010234448552806743
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:20:00,0.009389171379280763,6.454672031791145,15059.655,0.007676724288019716
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:25:00,0.008293983529361462,5.952813191746119,15167.465,0.016794945213714035
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:30:00,0.009743539870127169,6.804594773163744,12909.165,0.02113257110007778
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:35:00,0.017778128894007893,8.58293157666848,9499.81,0.022968932364432742
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:40:00,0.013438026156713022,7.89865013543109,8135.61,0.015608803246693545
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:45:00,0.00708045742571776,5.959372462569799,19104.91,0.016768616352071677
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:50:00,0.0079873182635885,6.524725081709338,51577.1,0.019280114284334016
000001.SZSE,2020-12-07 00:00:00,2025-02-19 14:55:00,0.011973259769217847,4.55734855518857,165523.0,0.008634409595653227
000001.SZSE,2020-12-07 00:00:00,2025-02-19 15:00:00,,5.206429677700044,66117.0,0.008329686886545635
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:30:00,0.012142498587780211,7.100923706922216,10406.92,0.03485476500158747
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:35:00,0.01590493528628876,11.398382894550139,13841.945,0.047692448278751305
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:40:00,0.012851466535521239,8.670437794293347,16691.455,0.03648823653234359
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:45:00,0.008867544000218457,6.856390145352873,35303.02,0.022984046285848943
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:50:00,0.008114800828639704,5.638060295858628,44263.015,0.018490739788773466
000001.SZSE,2020-12-08 00:00:00,2025-02-19 09:55:00,0.007463012216726885,6.146366254197611,30497.35,0.026985904503469015
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:00:00,0.011674452048732015,6.9452120500950905,17522.205,0.03247377353681688
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:05:00,0.014003208138127275,9.019833402845997,28865.575,0.03461705518121881
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:10:00,0.015037207705150657,7.6385212259277395,11602.605,0.028568459910545286
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:15:00,0.011058193312946248,8.176382642435481,13866.255,0.023036978069522627
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:20:00,0.008526145775235477,6.537129190219731,18523.05,0.025736623289893696
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:25:00,0.008676441897071814,5.942162727961205,41377.87,0.02308996507675778
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:30:00,0.011472825826709993,6.754643697805087,22813.175,0.024432408438541237
000001.SZSE,2020-12-08 00:00:00,2025-02-19 10:35:00,0.009219848621369276,6.322994037434679,17934.725,0.017532638608964875
